ERR10671864-Aligned.out.sorted.bam ERR10671865-Aligned.out.sorted.bam ERR10671866-Aligned.out.sorted.bam ERR10671867-Aligned.out.sorted.bam SRR7405885-Aligned.out.sorted.bam
PP4_RS10880 0 0 0 0 0
PP4_RS10885 0 0 0 0 0
PP4_RS10890 0 0 1 0 0
PP4_RS10895 0 0 0 0 0
PP4_RS10900 0 0 0 0 0
PP4_RS10905 0 0 0 0 0
PP4_RS10915 0 0 0 0 0
PP4_RS10920 0 0 0 0 0
PP4_RS10925 0 0 0 0 0
PP4_RS10930 0 0 0 0 0
PP4_RS10935 0 0 0 0 0
PP4_RS10940 0 0 0 0 0
PP4_RS10945 0 0 0 0 0
PP4_RS10950 0 0 0 0 0
PP4_RS10955 0 0 2 0 0
PP4_RS10960 0 0 0 0 0
PP4_RS10965 0 0 0 0 0
PP4_RS10970 0 0 0 0 0
PP4_RS10975 0 0 0 0 0
PP4_RS10980 0 0 0 0 0
PP4_RS10985 0 0 0 0 0
PP4_RS10990 0 0 0 0 0
PP4_RS10995 0 0 0 0 0
PP4_RS11000 0 0 0 0 0
PP4_RS11005 0 0 0 0 0
PP4_RS11010 11 18 10 0 13
PP4_RS11015 1 3 2 0 0
PP4_RS11020 2 2 4 0 1
PP4_RS11025 36 58 37 0 11
PP4_RS11030 54 50 52 0 35
PP4_RS11035 125 126 158 0 215
PP4_RS11040 95 94 87 0 61
PP4_RS11045 19 21 23 0 17
PP4_RS11050 47 63 53 0 83
PP4_RS11055 15 23 18 0 36
PP4_RS11060 30 23 26 0 34
PP4_RS11065 37 40 51 0 58
PP4_RS11070 7 16 6 0 19
PP4_RS11075 13 17 11 0 19
PP4_RS11080 0 0 0 0 0
PP4_RS11085 0 0 0 0 0
PP4_RS11095 0 0 0 0 0
PP4_RS11100 0 0 0 0 0
PP4_RS11105 9 7 8 0 4
PP4_RS11110 13 9 11 0 100
PP4_RS11115 122 141 130 0 96
PP4_RS11120 59 65 57 0 9
PP4_RS11125 131 108 124 0 31
PP4_RS11130 111 101 120 0 39
PP4_RS11135 104 104 78 0 153
PP4_RS11140 0 0 0 0 0
PP4_RS11145 5 5 2 0 0
PP4_RS11150 0 0 0 0 0
PP4_RS11155 27 26 26 0 14
PP4_RS11160 17 18 25 0 36
PP4_RS11165 20 29 21 0 0
PP4_RS11170 32 38 33 0 31
PP4_RS11175 163 193 173 0 185
PP4_RS11180 24 23 10 0 3
PP4_RS11185 11 11 8 0 0
PP4_RS11190 11 9 6 0 2
PP4_RS11195 0 0 0 0 0
PP4_RS11200 33 24 39 0 37
PP4_RS11205 233 218 246 0 224
PP4_RS11210 74 61 71 0 89
PP4_RS11215 315 293 277 0 295
PP4_RS11220 0 0 0 0 0
PP4_RS11225 3 4 4 0 0
PP4_RS11230 5 5 6 0 7
PP4_RS11240 11 9 9 0 24
PP4_RS11245 103 92 93 0 302
PP4_RS11250 3 1 1 0 0
PP4_RS11255 0 0 0 0 0
PP4_RS11260 17 16 18 0 7
PP4_RS11265 3 2 5 0 0
PP4_RS11270 1 0 1 0 0
PP4_RS11275 2 0 1 0 0
PP4_RS11280 27 43 32 0 51
PP4_RS11285 1 4 4 0 0
PP4_RS11290 140 140 132 0 343
PP4_RS11295 20 32 15 0 4
PP4_RS11300 8 6 14 0 24
PP4_RS11305 7 8 8 0 75
PP4_RS11310 14 13 9 0 110
PP4_RS11315 492 475 518 0 260
PP4_RS11320 271 242 233 0 21
PP4_RS11325 212 188 230 0 12
PP4_RS11330 117 142 138 0 15
PP4_RS11335 187 176 159 0 36
PP4_RS11340 1358 1305 1297 0 71
PP4_RS11345 975 1010 893 0 301
PP4_RS11350 236 250 245 0 12
PP4_RS11355 908 960 945 0 1065
PP4_RS11365 42 52 42 0 40
PP4_RS11370 222 241 198 0 411
PP4_RS11375 26 32 34 0 288
PP4_RS11380 148 164 146 0 1236
PP4_RS11385 82 66 77 0 627
PP4_RS11390 102 73 89 0 766
PP4_RS11395 119 140 132 0 121
PP4_RS11400 70 64 86 0 95
PP4_RS11405 2 2 2 0 0
PP4_RS11410 251 253 262 0 300
PP4_RS11415 5 13 10 0 2
PP4_RS11420 0 0 1 0 0
PP4_RS11425 10 10 13 0 18
PP4_RS11430 0 0 0 0 0
PP4_RS11435 0 0 0 0 0
PP4_RS11440 0 0 0 0 0
PP4_RS11445 0 0 0 0 0
PP4_RS11450 0 0 0 0 0
PP4_RS11455 8 11 14 0 19
PP4_RS11460 12 10 13 0 20
PP4_RS11465 1 1 0 0 1
PP4_RS11470 1 1 3 0 0
PP4_RS11475 32 39 46 0 80
PP4_RS11480 296 287 259 0 830
PP4_RS11485 0 5 1 0 3
PP4_RS11490 3 2 5 0 0
PP4_RS11495 24 11 17 0 42
PP4_RS11500 0 2 5 0 6
PP4_RS11505 8 4 5 0 1
PP4_RS11510 59 44 48 0 93
PP4_RS11515 0 0 0 0 0
PP4_RS11520 1 0 0 0 0
PP4_RS11525 9 12 8 0 4
PP4_RS11530 23 18 31 0 147
PP4_RS11535 12 7 5 0 7
PP4_RS11540 15 13 19 0 25
PP4_RS11545 63 58 65 0 13
PP4_RS11550 176 170 166 0 30
PP4_RS11555 8 13 14 0 4
PP4_RS11560 39 28 33 0 19
PP4_RS11565 13 9 6 0 3
PP4_RS11570 9 18 10 0 17
PP4_RS11575 15 12 18 0 32
PP4_RS11580 15 19 18 0 27
PP4_RS11585 20 23 24 0 39
PP4_RS11590 63 79 77 0 68
PP4_RS11595 78 73 68 0 78
PP4_RS11600 0 0 0 0 0
PP4_RS11605 53 47 46 0 64
PP4_RS11610 20 20 21 0 3
PP4_RS11615 2 3 0 0 6
PP4_RS11620 5 10 9 0 22
PP4_RS11625 46 44 42 0 0
PP4_RS11630 30 54 61 0 27
PP4_RS11635 3 6 1 0 0
PP4_RS11640 3 4 4 0 7
PP4_RS11645 0 0 0 0 0
PP4_RS11650 11 14 14 0 20
PP4_RS11655 29 37 31 0 5
PP4_RS11660 0 0 0 0 0
PP4_RS11665 796 787 792 0 20
PP4_RS11670 12 15 14 0 7
PP4_RS11675 0 0 0 0 0
PP4_RS11680 1 0 1 0 0
PP4_RS11695 0 0 1 0 0
PP4_RS11700 213 215 233 0 467
PP4_RS11705 7 4 1 0 22
PP4_RS11710 4 2 4 0 24
PP4_RS11715 0 0 0 0 0
PP4_RS11720 0 0 0 0 0
PP4_RS11725 78 89 97 0 122
PP4_RS11730 58 66 68 0 62
PP4_RS11735 1 0 0 0 0
PP4_RS11740 12 6 12 0 6
PP4_RS11745 0 0 0 0 0
PP4_RS11750 0 1 2 0 3
PP4_RS11755 1 1 2 0 0
PP4_RS11760 97 101 111 0 70
PP4_RS11765 0 0 0 0 0
PP4_RS11770 18 19 20 0 0
PP4_RS11775 43 45 47 0 32
PP4_RS11780 43 30 32 0 5
PP4_RS11785 45 40 26 0 40
PP4_RS11790 37 41 34 0 34
PP4_RS11795 4 2 5 0 2
PP4_RS11800 6 5 9 0 15
PP4_RS11805 980 1016 1002 0 583
PP4_RS11810 0 0 0 0 0
PP4_RS11815 0 0 0 0 0
PP4_RS11820 17 20 21 0 16
PP4_RS11825 318 292 278 0 214
PP4_RS11830 271 251 244 0 90
PP4_RS11835 76 71 77 0 59
PP4_RS11840 5 4 3 0 0
PP4_RS11845 883 860 822 0 1248
PP4_RS11850 21 22 18 0 4
PP4_RS11855 269 275 274 0 582
PP4_RS11860 93 100 102 0 118
PP4_RS11865 0 0 0 0 0
PP4_RS11870 0 0 1 0 0
PP4_RS11875 0 0 0 0 0
PP4_RS11880 0 0 0 0 0
PP4_RS11885 0 0 0 0 0
PP4_RS11890 0 0 0 0 0
PP4_RS11895 1 0 1 0 0
PP4_RS11900 0 0 0 0 0
PP4_RS11905 0 0 0 0 0
PP4_RS11910 0 0 0 0 0
PP4_RS11920 0 0 0 0 0
PP4_RS11925 0 0 0 0 0
PP4_RS11930 0 0 0 0 0
PP4_RS11935 0 0 0 0 0
PP4_RS11940 33 35 35 0 80
PP4_RS11945 0 2 0 0 0
PP4_RS11950 5 16 14 0 30
PP4_RS11955 198 183 167 0 30
PP4_RS11960 110 91 93 0 21
PP4_RS11965 0 0 0 0 0
PP4_RS11970 0 0 0 0 0
PP4_RS11975 0 0 0 0 0
PP4_RS11980 0 0 0 0 0
PP4_RS11985 0 0 0 0 0
PP4_RS11990 0 0 0 0 0
PP4_RS11995 0 0 0 0 0
PP4_RS12000 0 0 0 0 0
PP4_RS12005 0 0 0 0 0
PP4_RS12010 45 51 39 0 91
PP4_RS12015 6 12 7 0 12
PP4_RS12020 4 6 6 0 5
PP4_RS12025 0 1 1 0 1
PP4_RS12030 0 0 0 0 0
PP4_RS12035 0 0 0 0 0
PP4_RS12040 149 121 128 0 167
PP4_RS12045 6 9 10 0 18
PP4_RS12050 3 1 2 0 3
PP4_RS12055 0 0 0 0 0
PP4_RS12060 0 2 4 0 3
PP4_RS12065 0 3 0 0 0
PP4_RS12070 3 5 2 0 5
PP4_RS12075 5 2 2 0 5
PP4_RS12080 2 0 1 0 3
PP4_RS12085 0 0 1 0 0
PP4_RS12090 1 0 2 0 3
PP4_RS12095 0 2 4 0 2
PP4_RS12100 4 6 7 0 3
PP4_RS12110 47 50 60 0 56
PP4_RS12115 9 13 16 0 3
PP4_RS12120 4 1 3 0 0
PP4_RS12125 9 1 7 0 0
PP4_RS12130 8 4 5 0 2
PP4_RS12135 29 24 25 0 54
PP4_RS12140 23 31 28 0 31
PP4_RS12145 39 17 26 0 21
PP4_RS12150 4 2 2 0 1
PP4_RS12155 21 21 23 0 30
PP4_RS12160 47 56 31 0 18
PP4_RS12165 5 2 2 0 2
PP4_RS12170 127 133 126 0 102
PP4_RS12175 87 93 81 0 46
PP4_RS12180 44 39 54 0 20
PP4_RS12185 20 25 23 0 0
PP4_RS12190 20 16 8 0 19
PP4_RS12195 1 3 3 0 1
PP4_RS12200 13 11 13 0 9
PP4_RS12205 91 102 106 0 132
PP4_RS12210 17 18 9 0 25
PP4_RS12215 55 58 41 0 46
PP4_RS12220 2 8 3 0 1
PP4_RS12225 9 12 17 0 106
PP4_RS12230 9 11 14 0 7
PP4_RS12235 6 6 1 0 2
PP4_RS12240 61 72 70 0 97
PP4_RS12245 0 0 0 0 0
PP4_RS12250 2 2 3 0 0
PP4_RS12255 6 4 7 0 16
PP4_RS12260 0 0 0 0 0
PP4_RS12265 11 15 8 0 19
PP4_RS12270 4 6 7 0 1
PP4_RS12275 8 11 13 0 26
PP4_RS12280 254 233 285 0 82
PP4_RS12285 105 115 128 0 9
PP4_RS12290 10 13 9 0 2
PP4_RS12295 13 13 11 0 11
PP4_RS12300 18 17 27 0 71
PP4_RS12305 404 430 421 0 977
PP4_RS12310 170 177 175 0 154
PP4_RS12315 12 19 14 0 12
PP4_RS12320 16 16 11 0 0
PP4_RS12325 7 7 10 0 2
PP4_RS12330 13 14 16 0 27
PP4_RS12335 0 0 0 0 0
PP4_RS12340 0 0 0 0 0
PP4_RS12345 38 36 35 0 61
PP4_RS12350 2 3 4 0 1
PP4_RS12355 28 33 51 0 12
PP4_RS12360 77 67 64 0 66
PP4_RS12365 213 201 235 0 28
PP4_RS12370 32429 32170 31777 0 2685
PP4_RS12375 287 280 246 0 156
PP4_RS12380 66 58 53 0 5
PP4_RS12385 547 509 522 0 286
PP4_RS12390 217 182 198 0 115
PP4_RS12395 186 197 165 0 44
PP4_RS12400 126 139 140 0 94
PP4_RS12405 824 762 794 0 273
PP4_RS12410 73 63 71 0 51
PP4_RS12415 155 118 145 0 123
PP4_RS12420 103 110 114 0 158
PP4_RS12425 1205 1265 1150 0 1538
PP4_RS12430 944 988 921 0 698
PP4_RS12435 355 372 326 0 812
PP4_RS12440 65 60 64 0 31
PP4_RS12445 28 41 49 0 68
PP4_RS12450 22 14 11 0 28
PP4_RS12455 15 22 11 0 23
PP4_RS12460 35 42 25 0 25
PP4_RS12465 24 35 36 0 70
PP4_RS12475 20 13 17 0 9
PP4_RS12480 4 8 10 0 12
PP4_RS12490 318 319 340 0 299
PP4_RS12495 36 39 40 0 30
PP4_RS12500 115 102 115 0 79
PP4_RS12505 912 949 937 0 761
PP4_RS12510 0 0 0 0 0
PP4_RS12515 0 0 0 0 0
PP4_RS12525 0 0 1 0 0
PP4_RS12530 55 48 49 0 53
PP4_RS12535 0 0 0 0 0
PP4_RS12540 0 0 0 0 0
PP4_RS12545 0 0 0 0 1
PP4_RS12550 0 0 0 0 0
PP4_RS12555 0 0 0 0 0
PP4_RS12560 0 0 0 0 0
PP4_RS12565 0 0 0 0 0
PP4_RS12570 0 0 0 0 0
PP4_RS12575 0 0 0 0 0
PP4_RS12580 0 0 0 0 0
PP4_RS12585 0 0 0 0 0
PP4_RS12590 42 45 42 0 47
PP4_RS12595 42 34 33 0 85
PP4_RS12600 5 5 1 0 2
PP4_RS12605 16 12 10 0 9
PP4_RS12610 60 39 55 0 17
PP4_RS12615 21 25 17 0 37
PP4_RS12620 24 36 18 0 33
PP4_RS12625 613 602 646 0 178
PP4_RS12630 1017 950 959 0 70
PP4_RS12635 83 79 80 0 23
PP4_RS12640 24 23 20 0 26
PP4_RS12645 222 231 259 0 215
PP4_RS12650 252 248 232 0 83
PP4_RS12655 221 208 210 0 77
PP4_RS12660 299 331 332 0 251
PP4_RS12665 124 105 111 0 44
PP4_RS12670 72 82 65 0 160
PP4_RS12675 213 184 189 0 302
PP4_RS12680 199 206 173 0 369
PP4_RS12685 196 202 165 0 346
PP4_RS12690 380 453 402 0 328
PP4_RS12695 504 518 492 0 520
PP4_RS12700 68 66 60 0 14
PP4_RS12705 9 5 12 0 0
PP4_RS12710 34 40 33 0 19
PP4_RS12715 24 23 33 0 26
PP4_RS12720 0 1 3 0 0
PP4_RS12725 0 0 2 0 0
PP4_RS12730 54 46 42 0 4
PP4_RS12735 13 20 21 0 3
PP4_RS12740 16 20 12 0 16
PP4_RS12745 319 341 348 0 331
PP4_RS12750 15 10 16 0 9
PP4_RS12755 8 5 11 0 24
PP4_RS12760 23 21 26 0 156
PP4_RS12765 16 18 25 0 0
PP4_RS12770 63 74 47 0 56
PP4_RS12775 17 21 24 0 63
PP4_RS12780 13 21 16 0 102
PP4_RS12785 6 14 12 0 14
PP4_RS12790 21 16 19 0 0
PP4_RS12795 142 134 151 0 25
PP4_RS12800 28 11 19 0 4
PP4_RS12805 14 12 5 0 59
PP4_RS12810 0 0 0 0 0
PP4_RS12815 0 0 0 0 0
PP4_RS12820 0 0 0 0 0
PP4_RS12825 0 0 0 0 0
PP4_RS12830 0 0 0 0 0
PP4_RS12835 0 0 0 0 0
PP4_RS12840 21 18 17 0 40
PP4_RS12845 11 12 14 0 24
PP4_RS12850 2 1 1 0 2
PP4_RS12855 1 1 2 0 1
PP4_RS12860 0 5 3 0 4
PP4_RS12865 7 8 7 0 18
PP4_RS12870 1 1 3 0 1
PP4_RS12875 3 8 1 0 1
PP4_RS12880 2 1 0 0 0
PP4_RS12885 0 0 0 0 0
PP4_RS12890 6 7 4 0 0
PP4_RS12895 0 0 0 0 0
PP4_RS12900 287 333 290 0 433
PP4_RS12905 1 2 6 0 4
PP4_RS12910 74 73 65 0 80
PP4_RS12915 0 0 2 0 0
PP4_RS12920 4 6 8 0 23
PP4_RS12925 52 45 47 0 73
PP4_RS12930 12 16 19 0 11
PP4_RS12935 14 3 10 0 2
PP4_RS12945 12 15 12 0 29
PP4_RS12950 5 3 4 0 18
PP4_RS12955 4 2 5 0 8
PP4_RS12960 51 56 51 0 68
PP4_RS12965 10 13 8 0 15
PP4_RS12970 6 10 6 0 1
PP4_RS12975 45 37 24 0 94
PP4_RS12980 13 9 11 0 11
PP4_RS12985 191 175 172 0 150
PP4_RS12990 258 276 256 0 7
PP4_RS12995 408 414 398 0 12
PP4_RS13000 0 1 0 0 0
PP4_RS13005 48 32 39 0 51
PP4_RS13010 10 9 5 0 0
PP4_RS13015 60 52 50 0 0
PP4_RS13020 1 0 0 0 0
PP4_RS13025 7 8 8 0 55
PP4_RS13030 48 47 63 0 169
PP4_RS13035 55 50 46 0 9
PP4_RS13040 23 33 24 0 1
PP4_RS13045 142 149 143 0 337
PP4_RS13050 26 29 22 0 10
PP4_RS13055 20 15 23 0 11
PP4_RS13060 3 2 3 0 0
PP4_RS13065 0 0 0 0 0
PP4_RS13070 0 0 0 0 0
PP4_RS13075 1 0 1 0 1
PP4_RS13080 34 28 29 0 4
PP4_RS13090 4 4 1 0 0
PP4_RS13095 0 0 0 0 0
PP4_RS13100 0 0 0 0 0
PP4_RS13105 63 78 51 0 190
PP4_RS13110 0 0 0 0 0
PP4_RS13115 0 0 0 0 0
PP4_RS13120 0 0 0 0 0
PP4_RS13125 8 5 9 0 5
PP4_RS13130 6 3 20 0 15
PP4_RS13135 16 11 4 0 10
PP4_RS13140 4 1 2 0 0
PP4_RS13145 7 5 2 0 6
PP4_RS13150 1 1 0 0 0
PP4_RS13155 2 1 1 0 0
PP4_RS13160 1 0 0 0 0
PP4_RS13165 6 2 8 0 3
PP4_RS13170 24 19 26 0 6
PP4_RS13175 0 1 0 0 0
PP4_RS13180 17 16 20 0 4
PP4_RS13185 3 0 1 0 2
PP4_RS13190 0 0 0 0 0
PP4_RS13195 1 2 4 0 0
PP4_RS13200 2 3 6 0 0
PP4_RS13205 47 64 61 0 6
PP4_RS13210 1 0 2 0 0
PP4_RS13215 23 15 15 0 0
PP4_RS13220 0 0 1 0 0
PP4_RS13225 0 2 2 0 0
PP4_RS13230 35 37 31 0 9
PP4_RS13235 6 4 6 0 2
PP4_RS13240 0 0 0 0 0
PP4_RS13245 0 0 0 0 0
PP4_RS13250 30 24 16 0 60
PP4_RS13255 12 10 9 0 54
PP4_RS13260 36 31 39 0 42
PP4_RS13265 0 2 0 0 0
PP4_RS13270 25 33 29 0 90
PP4_RS13275 9 6 3 0 2
PP4_RS13280 19 6 24 0 41
PP4_RS13285 60 54 50 0 16
PP4_RS13290 24 16 17 0 6
PP4_RS13295 0 0 0 0 0
PP4_RS13300 0 0 0 0 0
PP4_RS13315 1182 1158 1179 0 803
PP4_RS13320 0 0 0 0 0
PP4_RS13325 0 0 0 0 0
PP4_RS13330 0 0 0 0 0
PP4_RS13335 0 0 2 0 0
PP4_RS13340 0 0 0 0 0
PP4_RS13345 0 0 0 0 0
PP4_RS13350 0 0 0 0 0
PP4_RS13355 0 0 0 0 0
PP4_RS13360 0 0 0 0 0
PP4_RS13365 0 0 0 0 0
PP4_RS13370 0 0 0 0 0
PP4_RS13375 1 0 0 0 0
PP4_RS13380 0 0 0 0 0
PP4_RS13385 0 0 0 0 0
PP4_RS13390 0 0 0 0 1
PP4_RS13395 0 0 0 0 0
PP4_RS13400 0 0 0 0 0
PP4_RS13405 0 0 0 0 0
PP4_RS13410 0 0 0 0 0
PP4_RS13415 0 0 0 0 0
PP4_RS13420 0 0 0 0 0
PP4_RS13425 0 0 0 0 0
PP4_RS13430 0 0 0 0 0
PP4_RS13435 0 0 0 0 0
PP4_RS13440 435 437 449 0 81
PP4_RS13445 0 0 0 0 0
PP4_RS13450 0 0 0 0 0
PP4_RS13455 0 0 0 0 0
PP4_RS13465 1 0 0 0 0
PP4_RS13470 0 0 0 0 0
PP4_RS13475 0 0 0 0 0
PP4_RS13480 0 0 0 0 0
PP4_RS13485 0 0 0 0 0
PP4_RS13490 0 0 0 0 0
PP4_RS13495 0 0 1 0 0
PP4_RS13500 0 0 0 0 0
PP4_RS13505 0 0 0 0 0
PP4_RS13510 0 0 0 0 0
PP4_RS13515 0 0 0 0 0
PP4_RS13520 0 0 0 0 0
PP4_RS13525 0 0 0 0 0
PP4_RS13530 0 0 0 0 0
PP4_RS13535 0 0 0 0 0
PP4_RS13540 0 0 0 0 0
PP4_RS13545 0 0 0 0 0
PP4_RS13550 0 0 0 0 0
PP4_RS13555 0 0 0 0 0
PP4_RS13560 0 0 0 0 0
PP4_RS13565 0 0 0 0 0
PP4_RS13570 0 0 0 0 0
PP4_RS13575 0 0 0 0 0
PP4_RS13580 0 0 0 0 0
PP4_RS13585 0 0 0 0 0
PP4_RS13590 0 0 0 0 0
PP4_RS13595 0 0 0 0 0
PP4_RS13600 0 0 0 0 0
PP4_RS13605 0 0 0 0 0
PP4_RS13610 0 0 0 0 0
PP4_RS13615 0 0 0 0 0
PP4_RS13620 0 0 0 0 0
PP4_RS13625 0 0 0 0 0
PP4_RS13630 0 0 0 0 0
PP4_RS13635 0 0 0 0 0
PP4_RS13640 0 0 0 0 0
PP4_RS13645 0 0 0 0 0
PP4_RS13650 0 0 0 0 0
PP4_RS13655 0 0 0 0 0
PP4_RS13660 0 0 0 0 0
PP4_RS13665 0 0 0 0 0
PP4_RS13670 0 0 0 0 0
PP4_RS13675 0 0 0 0 0
PP4_RS13680 0 0 0 0 0
PP4_RS13685 0 0 0 0 0
PP4_RS13690 0 0 0 0 0
PP4_RS13695 0 0 0 0 0
PP4_RS13700 0 0 0 0 0
PP4_RS13705 0 0 0 0 0
PP4_RS13710 0 0 0 0 0
PP4_RS13715 0 0 0 0 0
PP4_RS13720 0 0 0 0 0
PP4_RS13725 0 0 0 0 0
PP4_RS13730 0 0 0 0 0
PP4_RS13735 0 0 0 0 0
PP4_RS13740 0 0 1 0 0
PP4_RS13745 0 0 0 0 0
PP4_RS13750 0 0 0 0 0
PP4_RS13755 0 0 0 0 0
PP4_RS13760 0 0 0 0 0
PP4_RS13765 0 0 0 0 0
PP4_RS13770 0 0 0 0 0
PP4_RS13775 0 0 0 0 0
PP4_RS13780 1 0 0 0 2
PP4_RS13785 779 800 762 0 468
PP4_RS13790 0 0 0 0 0
PP4_RS13795 0 0 0 0 0
PP4_RS13800 0 0 0 0 0
PP4_RS13805 0 0 0 0 0
PP4_RS13810 0 0 1 0 0
PP4_RS13815 646 677 615 0 53
PP4_RS13820 9 17 8 0 3
PP4_RS13825 0 0 0 0 0
PP4_RS13830 0 0 0 0 0
PP4_RS13835 0 0 0 0 0
PP4_RS13840 0 0 0 0 0
PP4_RS13845 0 0 0 0 0
PP4_RS13850 20 16 9 0 25
PP4_RS13855 0 0 0 0 0
PP4_RS13860 0 0 0 0 0
PP4_RS13865 0 0 0 0 0
PP4_RS13870 122 129 131 0 71
PP4_RS13875 294 276 290 0 435
PP4_RS13880 42 54 36 0 36
PP4_RS13885 1 1 1 0 0
PP4_RS13890 0 0 0 0 0
PP4_RS13895 0 0 0 0 0
PP4_RS13900 0 0 1 0 0
PP4_RS13905 0 0 0 0 0
PP4_RS13910 0 0 0 0 0
PP4_RS13915 0 0 0 0 0
PP4_RS13920 8 13 12 0 3
PP4_RS13925 3 4 3 0 3
PP4_RS13930 109 107 96 0 115
PP4_RS13935 4 4 5 0 0
PP4_RS13940 7 15 11 0 14
PP4_RS13945 182 151 165 0 312
PP4_RS13950 0 1 0 0 0
PP4_RS13955 8 10 12 0 32
PP4_RS13960 19 20 12 0 38
PP4_RS13965 14 19 13 0 101
PP4_RS13970 6 10 5 0 64
PP4_RS13975 3 1 3 0 12
PP4_RS13980 307 286 292 0 1410
PP4_RS13985 1 8 3 0 70
PP4_RS13990 21 15 19 0 490
PP4_RS13995 6 5 12 0 65
PP4_RS14000 0 0 0 0 0
PP4_RS14005 0 0 0 0 0
PP4_RS14010 1 2 1 0 0
PP4_RS14015 7 2 8 0 2
PP4_RS14020 5 1 3 0 3
PP4_RS14025 3 0 0 0 2
PP4_RS14030 4 2 7 0 6
PP4_RS14040 7 10 7 0 21
PP4_RS14045 3 3 2 0 1
PP4_RS14050 4 6 8 0 11
PP4_RS14055 74 62 61 0 65
PP4_RS14060 16 26 9 0 89
PP4_RS14065 12 3 7 0 5
PP4_RS14070 0 0 0 0 0
PP4_RS14075 25 12 17 0 0
PP4_RS14080 0 0 0 0 0
PP4_RS14085 9 12 13 0 7
PP4_RS14090 28 20 20 0 1
PP4_RS14095 0 4 4 0 2
PP4_RS14100 20 19 28 0 16
PP4_RS14105 0 0 0 0 0
PP4_RS14110 0 0 0 0 0
PP4_RS14115 0 0 0 0 0
PP4_RS14120 0 0 0 0 0
PP4_RS14125 0 0 0 0 0
PP4_RS14130 0 0 0 0 0
PP4_RS14135 6 7 6 0 0
PP4_RS14140 0 0 0 0 0
PP4_RS14145 0 1 0 0 0
PP4_RS14150 0 1 1 0 0
PP4_RS14155 1 1 2 0 1
PP4_RS14160 0 0 1 0 0
PP4_RS14165 0 0 0 0 0
PP4_RS14170 0 0 0 0 0
PP4_RS14180 0 0 1 0 0
PP4_RS14185 0 0 0 0 0
PP4_RS14190 0 0 0 0 0
PP4_RS14195 53 50 52 0 38
PP4_RS14200 28 21 32 0 2
PP4_RS14205 0 0 0 0 0
PP4_RS14210 13 9 12 0 10
PP4_RS14215 9 8 15 0 0
PP4_RS14220 82 60 70 0 15
PP4_RS14225 12 18 7 0 25
PP4_RS14230 27 37 27 0 4
PP4_RS14235 21 18 23 0 196
PP4_RS14240 104 107 98 0 871
PP4_RS14245 30 32 34 0 119
PP4_RS14250 0 0 0 0 0
PP4_RS14255 40 26 39 0 135
PP4_RS14260 15 20 15 0 16
PP4_RS14265 12 14 10 0 0
PP4_RS14270 3 1 0 0 0
PP4_RS14275 0 2 2 0 1
PP4_RS14280 3 4 4 0 11
PP4_RS14285 0 0 1 0 0
PP4_RS14290 0 0 0 0 0
PP4_RS14295 0 0 0 0 0
PP4_RS14300 0 2 0 0 0
PP4_RS14305 0 0 0 0 0
PP4_RS14310 0 0 0 0 0
PP4_RS14315 0 0 0 0 0
PP4_RS14320 13 11 6 0 241
PP4_RS14325 30 30 32 0 377
PP4_RS14330 8 11 9 0 107
PP4_RS14335 6 2 1 0 5
PP4_RS14340 5 5 7 0 0
PP4_RS14345 1 2 0 0 2
PP4_RS14350 18 20 29 0 0
PP4_RS14355 0 0 0 0 0
PP4_RS14360 3795 3880 3703 0 106
PP4_RS14365 26 20 28 0 13
PP4_RS14370 63 44 58 0 93
PP4_RS14375 281 239 257 0 1535
PP4_RS14380 0 2 1 0 0
PP4_RS14385 0 0 0 0 0
PP4_RS14390 29 25 23 0 5
PP4_RS14395 23 22 30 0 13
PP4_RS14400 360 378 374 0 691
PP4_RS14405 23 15 13 0 27
PP4_RS14410 44 48 69 0 49
PP4_RS14415 2 1 0 0 0
PP4_RS14420 0 0 0 0 0
PP4_RS14425 0 0 0 0 0
PP4_RS14430 0 0 0 0 0
PP4_RS14435 16 1 8 0 0
PP4_RS14440 3 2 0 0 0
PP4_RS14445 2 2 4 0 0
PP4_RS14450 0 0 0 0 0
PP4_RS14455 0 0 0 0 0
PP4_RS14460 1 0 0 0 0
PP4_RS14465 0 0 0 0 0
PP4_RS14470 0 0 0 0 0
PP4_RS14475 0 0 0 0 2
PP4_RS14480 0 0 0 0 0
PP4_RS14485 10 9 12 0 8
PP4_RS14490 105 94 87 0 183
PP4_RS14495 8 4 7 0 34
PP4_RS14500 1 0 1 0 1
PP4_RS14505 182 201 191 0 168
PP4_RS14510 154 150 139 0 200
PP4_RS14515 5 3 9 0 7
PP4_RS14520 2 0 3 0 1
PP4_RS14525 303 303 304 0 272
PP4_RS14530 369 348 349 0 397
PP4_RS14535 50 40 49 0 70
PP4_RS14540 3 7 9 0 42
PP4_RS14545 0 0 0 0 0
PP4_RS14550 0 1 0 0 0
PP4_RS14555 0 0 0 0 0
PP4_RS14560 0 0 0 0 0
PP4_RS14565 109 112 123 0 105
PP4_RS14570 3 10 10 0 20
PP4_RS14575 3 4 3 0 0
PP4_RS14580 0 0 0 0 0
PP4_RS14590 0 0 0 0 0
PP4_RS14595 0 0 0 0 0
PP4_RS14600 1 4 2 0 1
PP4_RS14605 0 1 0 0 0
PP4_RS14610 3 9 3 0 1
PP4_RS14615 10 18 16 0 18
PP4_RS14620 2 1 1 0 3
